constructorId,engineManufacturerId,points,position,race,year
mercedes,mercedes,171,2,08-great-britain,2013
ferrari,ferrari,168,3,08-great-britain,2013
lotus-f1,renault,124,4,08-great-britain,2013
force-india,mercedes,59,5,08-great-britain,2013
mclaren,mercedes,37,6,08-great-britain,2013
toro-rosso,ferrari,24,7,08-great-britain,2013
sauber,ferrari,6,8,08-great-britain,2013
williams,renault,0,9,08-great-britain,2013
marussia,cosworth,0,10,08-great-britain,2013
caterham,renault,0,11,08-great-britain,2013
red-bull,renault,250,1,09-germany,2013
mercedes,mercedes,183,2,09-germany,2013
ferrari,ferrari,180,3,09-germany,2013
lotus-f1,renault,157,4,09-germany,2013
force-india,mercedes,59,5,09-germany,2013
mclaren,mercedes,49,6,09-germany,2013
toro-rosso,ferrari,24,7,09-germany,2013
sauber,ferrari,7,8,09-germany,2013
williams,renault,0,9,09-germany,2013
marussia,cosworth,0,10,09-germany,2013
caterham,renault,0,11,09-germany,2013
red-bull,renault,277,1,10-hungary,2013
mercedes,mercedes,208,2,10-hungary,2013
ferrari,ferrari,194,3,10-hungary,2013
lotus-f1,renault,183,4,10-hungary,2013
force-india,mercedes,59,5,10-hungary,2013
mclaren,mercedes,57,6,10-hungary,2013
toro-rosso,ferrari,24,7,10-hungary,2013
sauber,ferrari,7,8,10-hungary,2013
williams,renault,1,9,10-hungary,2013
marussia,cosworth,0,10,10-hungary,2013
caterham,renault,0,11,10-hungary,2013
red-bull,renault,312,1,11-belgium,2013
mercedes,mercedes,235,2,11-belgium,2013
ferrari,ferrari,218,3,11-belgium,2013
lotus-f1,renault,187,4,11-belgium,2013
mclaren,mercedes,65,5,11-belgium,2013
force-india,mercedes,61,6,11-belgium,2013
toro-rosso,ferrari,25,7,11-belgium,2013
sauber,ferrari,7,8,11-belgium,2013
williams,renault,1,9,11-belgium,2013
marussia,cosworth,0,10,11-belgium,2013
caterham,renault,0,11,11-belgium,2013
red-bull,renault,352,1,12-italy,2013
ferrari,ferrari,248,2,12-italy,2013
mercedes,mercedes,245,3,12-italy,2013
lotus-f1,renault,191,4,12-italy,2013
mclaren,mercedes,66,5,12-italy,2013
force-india,mercedes,61,6,12-italy,2013
toro-rosso,ferrari,31,7,12-italy,2013
sauber,ferrari,17,8,12-italy,2013
williams,renault,1,9,12-italy,2013
marussia,cosworth,0,10,12-italy,2013
caterham,renault,0,11,12-italy,2013
red-bull,renault,377,1,13-singapore,2013
ferrari,ferrari,274,2,13-singapore,2013
mercedes,mercedes,267,3,13-singapore,2013
lotus-f1,renault,206,4,13-singapore,2013
mclaren,mercedes,76,5,13-singapore,2013
force-india,mercedes,62,6,13-singapore,2013
toro-rosso,ferrari,31,7,13-singapore,2013
sauber,ferrari,19,8,13-singapore,2013
williams,renault,1,9,13-singapore,2013
marussia,cosworth,0,10,13-singapore,2013
caterham,renault,0,11,13-singapore,2013
red-bull,renault,402,1,14-korea,2013
ferrari,ferrari,284,2,14-korea,2013
mercedes,mercedes,283,3,14-korea,2013
lotus-f1,renault,239,4,14-korea,2013
mclaren,mercedes,81,5,14-korea,2013
force-india,mercedes,62,6,14-korea,2013
sauber,ferrari,31,7,14-korea,2013
toro-rosso,ferrari,31,8,14-korea,2013
williams,renault,1,9,14-korea,2013
marussia,cosworth,0,10,14-korea,2013
caterham,renault,0,11,14-korea,2013
red-bull,renault,445,1,15-japan,2013
ferrari,ferrari,297,2,15-japan,2013
mercedes,mercedes,287,3,15-japan,2013
lotus-f1,renault,264,4,15-japan,2013
mclaren,mercedes,83,5,15-japan,2013
force-india,mercedes,62,6,15-japan,2013
sauber,ferrari,45,7,15-japan,2013
toro-rosso,ferrari,31,8,15-japan,2013
williams,renault,1,9,15-japan,2013
marussia,cosworth,0,10,15-japan,2013
caterham,renault,0,11,15-japan,2013
red-bull,renault,470,1,16-india,2013
mercedes,mercedes,313,2,16-india,2013
ferrari,ferrari,309,3,16-india,2013
lotus-f1,renault,285,4,16-india,2013
mclaren,mercedes,93,5,16-india,2013
force-india,mercedes,68,6,16-india,2013
sauber,ferrari,45,7,16-india,2013
toro-rosso,ferrari,32,8,16-india,2013
williams,renault,1,9,16-india,2013
marussia,cosworth,0,10,16-india,2013
caterham,renault,0,11,16-india,2013
red-bull,renault,513,1,17-abu-dhabi,2013
mercedes,mercedes,334,2,17-abu-dhabi,2013
ferrari,ferrari,323,3,17-abu-dhabi,2013
lotus-f1,renault,297,4,17-abu-dhabi,2013
mclaren,mercedes,95,5,17-abu-dhabi,2013
force-india,mercedes,77,6,17-abu-dhabi,2013
sauber,ferrari,45,7,17-abu-dhabi,2013
toro-rosso,ferrari,32,8,17-abu-dhabi,2013
williams,renault,1,9,17-abu-dhabi,2013
marussia,cosworth,0,10,17-abu-dhabi,2013
caterham,renault,0,11,17-abu-dhabi,2013
red-bull,renault,553,1,18-united-states,2013
mercedes,mercedes,348,2,18-united-states,2013
ferrari,ferrari,333,3,18-united-states,2013
lotus-f1,renault,315,4,18-united-states,2013
mclaren,mercedes,102,5,18-united-states,2013
force-india,mercedes,77,6,18-united-states,2013
sauber,ferrari,53,7,18-united-states,2013
toro-rosso,ferrari,32,8,18-united-states,2013
williams,renault,5,9,18-united-states,2013
marussia,cosworth,0,10,18-united-states,2013
caterham,renault,0,11,18-united-states,2013
red-bull,renault,596,1,19-brazil,2013
mercedes,mercedes,360,2,19-brazil,2013
ferrari,ferrari,354,3,19-brazil,2013
lotus-f1,renault,315,4,19-brazil,2013
mclaren,mercedes,122,5,19-brazil,2013
force-india,mercedes,77,6,19-brazil,2013
sauber,ferrari,57,7,19-brazil,2013
toro-rosso,ferrari,33,8,19-brazil,2013
williams,renault,5,9,19-brazil,2013
marussia,cosworth,0,10,19-brazil,2013
caterham,renault,0,11,19-brazil,2013
