constructorId,engineManufacturerId,points,position,race,year
sauber,ferrari,16,9,10-great-britain,2018
williams,mercedes,4,10,10-great-britain,2018
mercedes,mercedes,310,1,11-germany,2018
ferrari,ferrari,302,2,11-germany,2018
red-bull,tag-heuer,211,3,11-germany,2018
renault,renault,80,4,11-germany,2018
force-india,mercedes,59,5,11-germany,2018
haas,ferrari,59,6,11-germany,2018
mclaren,renault,48,7,11-germany,2018
toro-rosso,honda,20,8,11-germany,2018
sauber,ferrari,18,9,11-germany,2018
williams,mercedes,4,10,11-germany,2018
mercedes,mercedes,345,1,12-hungary,2018
ferrari,ferrari,335,2,12-hungary,2018
red-bull,tag-heuer,223,3,12-hungary,2018
renault,renault,82,4,12-hungary,2018
haas,ferrari,66,5,12-hungary,2018
force-india,mercedes,59,6,12-hungary,2018
mclaren,renault,52,7,12-hungary,2018
toro-rosso,honda,28,8,12-hungary,2018
sauber,ferrari,18,9,12-hungary,2018
williams,mercedes,4,10,12-hungary,2018
mercedes,mercedes,375,1,13-belgium,2018
ferrari,ferrari,360,2,13-belgium,2018
red-bull,tag-heuer,238,3,13-belgium,2018
renault,renault,82,4,13-belgium,2018
haas,ferrari,76,5,13-belgium,2018
mclaren,renault,52,6,13-belgium,2018
toro-rosso,honda,30,7,13-belgium,2018
sauber,ferrari,19,8,13-belgium,2018
force-india,mercedes,18,9,13-belgium,2018
williams,mercedes,4,10,13-belgium,2018
mercedes,mercedes,415,1,14-italy,2018
ferrari,ferrari,390,2,14-italy,2018
red-bull,tag-heuer,248,3,14-italy,2018
renault,renault,86,4,14-italy,2018
haas,ferrari,76,5,14-italy,2018
mclaren,renault,52,6,14-italy,2018
force-india,mercedes,32,7,14-italy,2018
toro-rosso,honda,30,8,14-italy,2018
sauber,ferrari,19,9,14-italy,2018
williams,mercedes,7,10,14-italy,2018
mercedes,mercedes,452,1,15-singapore,2018
ferrari,ferrari,415,2,15-singapore,2018
red-bull,tag-heuer,274,3,15-singapore,2018
renault,renault,91,4,15-singapore,2018
haas,ferrari,76,5,15-singapore,2018
mclaren,renault,58,6,15-singapore,2018
force-india,mercedes,32,7,15-singapore,2018
toro-rosso,honda,30,8,15-singapore,2018
sauber,ferrari,21,9,15-singapore,2018
williams,mercedes,7,10,15-singapore,2018
mercedes,mercedes,495,1,16-russia,2018
ferrari,ferrari,442,2,16-russia,2018
red-bull,tag-heuer,292,3,16-russia,2018
renault,renault,91,4,16-russia,2018
haas,ferrari,80,5,16-russia,2018
mclaren,renault,58,6,16-russia,2018
force-india,mercedes,35,7,16-russia,2018
toro-rosso,honda,30,8,16-russia,2018
sauber,ferrari,27,9,16-russia,2018
williams,mercedes,7,10,16-russia,2018
mercedes,mercedes,538,1,17-japan,2018
ferrari,ferrari,460,2,17-japan,2018
red-bull,tag-heuer,319,3,17-japan,2018
renault,renault,92,4,17-japan,2018
haas,ferrari,84,5,17-japan,2018
mclaren,renault,58,6,17-japan,2018
force-india,mercedes,43,7,17-japan,2018
toro-rosso,honda,30,8,17-japan,2018
sauber,ferrari,27,9,17-japan,2018
williams,mercedes,7,10,17-japan,2018
mercedes,mercedes,563,1,18-united-states,2018
ferrari,ferrari,497,2,18-united-states,2018
red-bull,tag-heuer,337,3,18-united-states,2018
renault,renault,106,4,18-united-states,2018
haas,ferrari,84,5,18-united-states,2018
mclaren,renault,58,6,18-united-states,2018
force-india,mercedes,47,7,18-united-states,2018
toro-rosso,honda,32,8,18-united-states,2018
sauber,ferrari,28,9,18-united-states,2018
williams,mercedes,7,10,18-united-states,2018
mercedes,mercedes,585,1,19-mexico,2018
ferrari,ferrari,530,2,19-mexico,2018
red-bull,tag-heuer,362,3,19-mexico,2018
renault,renault,114,4,19-mexico,2018
haas,ferrari,84,5,19-mexico,2018
mclaren,renault,62,6,19-mexico,2018
force-india,mercedes,47,7,19-mexico,2018
sauber,ferrari,36,8,19-mexico,2018
toro-rosso,honda,33,9,19-mexico,2018
williams,mercedes,7,10,19-mexico,2018
mercedes,mercedes,620,1,20-brazil,2018
ferrari,ferrari,553,2,20-brazil,2018
red-bull,tag-heuer,392,3,20-brazil,2018
renault,renault,114,4,20-brazil,2018
haas,ferrari,90,5,20-brazil,2018
mclaren,renault,62,6,20-brazil,2018
force-india,mercedes,48,7,20-brazil,2018
sauber,ferrari,42,8,20-brazil,2018
toro-rosso,honda,33,9,20-brazil,2018
williams,mercedes,7,10,20-brazil,2018
mercedes,mercedes,655,1,21-abu-dhabi,2018
ferrari,ferrari,571,2,21-abu-dhabi,2018
red-bull,tag-heuer,419,3,21-abu-dhabi,2018
renault,renault,122,4,21-abu-dhabi,2018
haas,ferrari,93,5,21-abu-dhabi,2018
mclaren,renault,62,6,21-abu-dhabi,2018
force-india,mercedes,52,7,21-abu-dhabi,2018
sauber,ferrari,48,8,21-abu-dhabi,2018
toro-rosso,honda,33,9,21-abu-dhabi,2018
williams,mercedes,7,10,21-abu-dhabi,2018
