constructorId,engineManufacturerId,points,position,race,year
marussia,cosworth,0,11,10-germany,2012
hrt,cosworth,0,12,10-germany,2012
red-bull,renault,246,1,11-hungary,2012
mclaren,mercedes,193,2,11-hungary,2012
lotus-f1,renault,192,3,11-hungary,2012
ferrari,ferrari,189,4,11-hungary,2012
mercedes,mercedes,106,5,11-hungary,2012
sauber,ferrari,80,6,11-hungary,2012
williams,renault,53,7,11-hungary,2012
force-india,mercedes,46,8,11-hungary,2012
toro-rosso,ferrari,6,9,11-hungary,2012
caterham,renault,0,10,11-hungary,2012
marussia,cosworth,0,11,11-hungary,2012
hrt,cosworth,0,12,11-hungary,2012
red-bull,renault,272,1,12-belgium,2012
mclaren,mercedes,218,2,12-belgium,2012
lotus-f1,renault,207,3,12-belgium,2012
ferrari,ferrari,199,4,12-belgium,2012
mercedes,mercedes,112,5,12-belgium,2012
sauber,ferrari,80,6,12-belgium,2012
force-india,mercedes,59,7,12-belgium,2012
williams,renault,53,8,12-belgium,2012
toro-rosso,ferrari,12,9,12-belgium,2012
caterham,renault,0,10,12-belgium,2012
marussia,cosworth,0,11,12-belgium,2012
hrt,cosworth,0,12,12-belgium,2012
red-bull,renault,272,1,13-italy,2012
mclaren,mercedes,243,2,13-italy,2012
ferrari,ferrari,226,3,13-italy,2012
lotus-f1,renault,217,4,13-italy,2012
mercedes,mercedes,126,5,13-italy,2012
sauber,ferrari,100,6,13-italy,2012
force-india,mercedes,63,7,13-italy,2012
williams,renault,54,8,13-italy,2012
toro-rosso,ferrari,12,9,13-italy,2012
caterham,renault,0,10,13-italy,2012
marussia,cosworth,0,11,13-italy,2012
hrt,cosworth,0,12,13-italy,2012
red-bull,renault,297,1,14-singapore,2012
mclaren,mercedes,261,2,14-singapore,2012
ferrari,ferrari,245,3,14-singapore,2012
lotus-f1,renault,231,4,14-singapore,2012
mercedes,mercedes,136,5,14-singapore,2012
sauber,ferrari,101,6,14-singapore,2012
force-india,mercedes,75,7,14-singapore,2012
williams,renault,54,8,14-singapore,2012
toro-rosso,ferrari,14,9,14-singapore,2012
marussia,cosworth,0,10,14-singapore,2012
caterham,renault,0,11,14-singapore,2012
hrt,cosworth,0,12,14-singapore,2012
red-bull,renault,324,1,15-japan,2012
mclaren,mercedes,283,2,15-japan,2012
ferrari,ferrari,263,3,15-japan,2012
lotus-f1,renault,239,4,15-japan,2012
mercedes,mercedes,136,5,15-japan,2012
sauber,ferrari,116,6,15-japan,2012
force-india,mercedes,81,7,15-japan,2012
williams,renault,58,8,15-japan,2012
toro-rosso,ferrari,15,9,15-japan,2012
marussia,cosworth,0,10,15-japan,2012
caterham,renault,0,11,15-japan,2012
hrt,cosworth,0,12,15-japan,2012
red-bull,renault,367,1,16-korea,2012
ferrari,ferrari,290,2,16-korea,2012
mclaren,mercedes,284,3,16-korea,2012
lotus-f1,renault,255,4,16-korea,2012
mercedes,mercedes,136,5,16-korea,2012
sauber,ferrari,116,6,16-korea,2012
force-india,mercedes,89,7,16-korea,2012
williams,renault,58,8,16-korea,2012
toro-rosso,ferrari,21,9,16-korea,2012
marussia,cosworth,0,10,16-korea,2012
caterham,renault,0,11,16-korea,2012
hrt,cosworth,0,12,16-korea,2012
red-bull,renault,407,1,17-india,2012
ferrari,ferrari,316,2,17-india,2012
mclaren,mercedes,306,3,17-india,2012
lotus-f1,renault,263,4,17-india,2012
mercedes,mercedes,136,5,17-india,2012
sauber,ferrari,116,6,17-india,2012
force-india,mercedes,93,7,17-india,2012
williams,renault,59,8,17-india,2012
toro-rosso,ferrari,21,9,17-india,2012
marussia,cosworth,0,10,17-india,2012
caterham,renault,0,11,17-india,2012
hrt,cosworth,0,12,17-india,2012
red-bull,renault,422,1,18-abu-dhabi,2012
ferrari,ferrari,340,2,18-abu-dhabi,2012
mclaren,mercedes,318,3,18-abu-dhabi,2012
lotus-f1,renault,288,4,18-abu-dhabi,2012
mercedes,mercedes,136,5,18-abu-dhabi,2012
sauber,ferrari,124,6,18-abu-dhabi,2012
force-india,mercedes,95,7,18-abu-dhabi,2012
williams,renault,73,8,18-abu-dhabi,2012
toro-rosso,ferrari,22,9,18-abu-dhabi,2012
marussia,cosworth,0,10,18-abu-dhabi,2012
caterham,renault,0,11,18-abu-dhabi,2012
hrt,cosworth,0,12,18-abu-dhabi,2012
red-bull,renault,440,1,19-united-states,2012
ferrari,ferrari,367,2,19-united-states,2012
mclaren,mercedes,353,3,19-united-states,2012
lotus-f1,renault,302,4,19-united-states,2012
mercedes,mercedes,136,5,19-united-states,2012
sauber,ferrari,124,6,19-united-states,2012
force-india,mercedes,99,7,19-united-states,2012
williams,renault,76,8,19-united-states,2012
toro-rosso,ferrari,22,9,19-united-states,2012
marussia,cosworth,0,10,19-united-states,2012
caterham,renault,0,11,19-united-states,2012
hrt,cosworth,0,12,19-united-states,2012
red-bull,renault,460,1,20-brazil,2012
ferrari,ferrari,400,2,20-brazil,2012
mclaren,mercedes,378,3,20-brazil,2012
lotus-f1,renault,303,4,20-brazil,2012
mercedes,mercedes,142,5,20-brazil,2012
sauber,ferrari,126,6,20-brazil,2012
force-india,mercedes,109,7,20-brazil,2012
williams,renault,76,8,20-brazil,2012
toro-rosso,ferrari,26,9,20-brazil,2012
caterham,renault,0,10,20-brazil,2012
marussia,cosworth,0,11,20-brazil,2012
hrt,cosworth,0,12,20-brazil,2012
