constructorId,engineManufacturerId,points,position,race,year
sauber,ferrari,5,9,09-austria,2017
mclaren,honda,2,10,09-austria,2017
mercedes,mercedes,330,1,10-great-britain,2017
ferrari,ferrari,275,2,10-great-britain,2017
red-bull,tag-heuer,174,3,10-great-britain,2017
force-india,mercedes,95,4,10-great-britain,2017
williams,mercedes,41,5,10-great-britain,2017
toro-rosso,toro-rosso,33,6,10-great-britain,2017
haas,ferrari,29,7,10-great-britain,2017
renault,renault,26,8,10-great-britain,2017
sauber,ferrari,5,9,10-great-britain,2017
mclaren,honda,2,10,10-great-britain,2017
mercedes,mercedes,357,1,11-hungary,2017
ferrari,ferrari,318,2,11-hungary,2017
red-bull,tag-heuer,184,3,11-hungary,2017
force-india,mercedes,101,4,11-hungary,2017
williams,mercedes,41,5,11-hungary,2017
toro-rosso,toro-rosso,39,6,11-hungary,2017
haas,ferrari,29,7,11-hungary,2017
renault,renault,26,8,11-hungary,2017
mclaren,honda,11,9,11-hungary,2017
sauber,ferrari,5,10,11-hungary,2017
mercedes,mercedes,392,1,12-belgium,2017
ferrari,ferrari,348,2,12-belgium,2017
red-bull,tag-heuer,199,3,12-belgium,2017
force-india,mercedes,103,4,12-belgium,2017
williams,mercedes,45,5,12-belgium,2017
toro-rosso,toro-rosso,40,6,12-belgium,2017
haas,ferrari,35,7,12-belgium,2017
renault,renault,34,8,12-belgium,2017
mclaren,honda,11,9,12-belgium,2017
sauber,ferrari,5,10,12-belgium,2017
mercedes,mercedes,435,1,13-italy,2017
ferrari,ferrari,373,2,13-italy,2017
red-bull,tag-heuer,212,3,13-italy,2017
force-india,mercedes,113,4,13-italy,2017
williams,mercedes,55,5,13-italy,2017
toro-rosso,toro-rosso,40,6,13-italy,2017
haas,ferrari,35,7,13-italy,2017
renault,renault,34,8,13-italy,2017
mclaren,honda,11,9,13-italy,2017
sauber,ferrari,5,10,13-italy,2017
mercedes,mercedes,475,1,14-singapore,2017
ferrari,ferrari,373,2,14-singapore,2017
red-bull,tag-heuer,230,3,14-singapore,2017
force-india,mercedes,124,4,14-singapore,2017
williams,mercedes,59,5,14-singapore,2017
toro-rosso,toro-rosso,52,6,14-singapore,2017
renault,renault,42,7,14-singapore,2017
haas,ferrari,37,8,14-singapore,2017
mclaren,honda,17,9,14-singapore,2017
sauber,ferrari,5,10,14-singapore,2017
mercedes,mercedes,503,1,15-malaysia,2017
ferrari,ferrari,385,2,15-malaysia,2017
red-bull,tag-heuer,270,3,15-malaysia,2017
force-india,mercedes,133,4,15-malaysia,2017
williams,mercedes,65,5,15-malaysia,2017
toro-rosso,toro-rosso,52,6,15-malaysia,2017
renault,renault,42,7,15-malaysia,2017
haas,ferrari,37,8,15-malaysia,2017
mclaren,honda,23,9,15-malaysia,2017
sauber,ferrari,5,10,15-malaysia,2017
mercedes,mercedes,540,1,16-japan,2017
ferrari,ferrari,395,2,16-japan,2017
red-bull,tag-heuer,303,3,16-japan,2017
force-india,mercedes,147,4,16-japan,2017
williams,mercedes,66,5,16-japan,2017
toro-rosso,toro-rosso,52,6,16-japan,2017
haas,ferrari,43,7,16-japan,2017
renault,renault,42,8,16-japan,2017
mclaren,honda,23,9,16-japan,2017
sauber,ferrari,5,10,16-japan,2017
mercedes,mercedes,575,1,17-united-states,2017
ferrari,ferrari,428,2,17-united-states,2017
red-bull,tag-heuer,315,3,17-united-states,2017
force-india,mercedes,159,4,17-united-states,2017
williams,mercedes,68,5,17-united-states,2017
toro-rosso,toro-rosso,53,6,17-united-states,2017
renault,renault,48,7,17-united-states,2017
haas,ferrari,43,8,17-united-states,2017
mclaren,honda,23,9,17-united-states,2017
sauber,ferrari,5,10,17-united-states,2017
mercedes,mercedes,595,1,18-mexico,2017
ferrari,ferrari,455,2,18-mexico,2017
red-bull,tag-heuer,340,3,18-mexico,2017
force-india,mercedes,175,4,18-mexico,2017
williams,mercedes,76,5,18-mexico,2017
toro-rosso,toro-rosso,53,6,18-mexico,2017
renault,renault,48,7,18-mexico,2017
haas,ferrari,47,8,18-mexico,2017
mclaren,honda,24,9,18-mexico,2017
sauber,ferrari,5,10,18-mexico,2017
mercedes,mercedes,625,1,19-brazil,2017
ferrari,ferrari,495,2,19-brazil,2017
red-bull,tag-heuer,358,3,19-brazil,2017
force-india,mercedes,177,4,19-brazil,2017
williams,mercedes,82,5,19-brazil,2017
toro-rosso,toro-rosso,53,6,19-brazil,2017
renault,renault,49,7,19-brazil,2017
haas,ferrari,47,8,19-brazil,2017
mclaren,honda,28,9,19-brazil,2017
sauber,ferrari,5,10,19-brazil,2017
mercedes,mercedes,668,1,20-abu-dhabi,2017
ferrari,ferrari,522,2,20-abu-dhabi,2017
red-bull,tag-heuer,368,3,20-abu-dhabi,2017
force-india,mercedes,187,4,20-abu-dhabi,2017
williams,mercedes,83,5,20-abu-dhabi,2017
renault,renault,57,6,20-abu-dhabi,2017
toro-rosso,toro-rosso,53,7,20-abu-dhabi,2017
haas,ferrari,47,8,20-abu-dhabi,2017
mclaren,honda,30,9,20-abu-dhabi,2017
sauber,ferrari,5,10,20-abu-dhabi,2017
