constructorId,driverId,driverNumber,engineManufacturerId,gap,interval,lap,position,race,time,tyreManufacturerId,year
sauber,marcus-ericsson,9,ferrari,+6.265,+1.561,4,19,01-australia,1:32.210,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+6.628,+0.363,3,20,01-australia,1:32.573,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,,,22,1,02-bahrain,1:33.740,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.213,+0.213,51,2,02-bahrain,1:33.953,pirelli,2018
haas,romain-grosjean,8,ferrari,+0.313,+0.100,47,3,02-bahrain,1:34.053,pirelli,2018
mclaren,fernando-alonso,14,renault,+0.428,+0.115,47,4,02-bahrain,1:34.168,pirelli,2018
haas,kevin-magnussen,20,ferrari,+0.587,+0.159,29,5,02-bahrain,1:34.327,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+0.597,+0.010,22,6,02-bahrain,1:34.337,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.713,+0.116,21,7,02-bahrain,1:34.453,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+0.823,+0.110,42,8,02-bahrain,1:34.563,pirelli,2018
renault,nico-hulkenberg,27,renault,+0.927,+0.104,50,9,02-bahrain,1:34.667,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+0.949,+0.022,44,10,02-bahrain,1:34.689,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+1.123,+0.174,46,11,02-bahrain,1:34.863,pirelli,2018
force-india,esteban-ocon,31,mercedes,+1.303,+0.180,38,12,02-bahrain,1:35.043,pirelli,2018
sauber,charles-leclerc,16,ferrari,+1.318,+0.015,40,13,02-bahrain,1:35.058,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.335,+0.017,35,14,02-bahrain,1:35.075,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+1.353,+0.018,26,15,02-bahrain,1:35.093,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+1.391,+0.038,30,16,02-bahrain,1:35.131,pirelli,2018
williams,lance-stroll,18,mercedes,+1.526,+0.135,32,17,02-bahrain,1:35.266,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.795,+0.269,35,18,02-bahrain,1:35.535,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,,,55,1,03-china,1:35.785,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.421,+0.421,50,2,03-china,1:36.206,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+0.671,+0.250,48,3,03-china,1:36.456,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+1.093,+0.422,20,4,03-china,1:36.878,pirelli,2018
renault,nico-hulkenberg,27,renault,+1.096,+0.003,56,5,03-china,1:36.881,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+1.202,+0.106,50,6,03-china,1:36.987,pirelli,2018
mclaren,fernando-alonso,14,renault,+1.449,+0.247,56,7,03-china,1:37.234,pirelli,2018
haas,romain-grosjean,8,ferrari,+1.625,+0.176,51,8,03-china,1:37.410,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+1.694,+0.069,24,9,03-china,1:37.479,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.888,+0.194,54,10,03-china,1:37.673,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.969,+0.081,54,11,03-china,1:37.754,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.200,+0.231,47,12,03-china,1:37.985,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.352,+0.152,54,13,03-china,1:38.137,pirelli,2018
haas,kevin-magnussen,20,ferrari,+2.367,+0.015,54,14,03-china,1:38.152,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.582,+0.215,54,15,03-china,1:38.367,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.601,+0.019,52,16,03-china,1:38.386,pirelli,2018
williams,lance-stroll,18,mercedes,+2.715,+0.114,54,17,03-china,1:38.500,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+2.839,+0.124,47,18,03-china,1:38.624,pirelli,2018
sauber,charles-leclerc,16,ferrari,+3.023,+0.184,23,19,03-china,1:38.808,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+3.591,+0.568,50,20,03-china,1:39.376,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,,,37,1,04-azerbaijan,1:45.149,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.263,+0.263,35,2,04-azerbaijan,1:45.412,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.270,+0.007,34,3,04-azerbaijan,1:45.419,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.381,+0.111,38,4,04-azerbaijan,1:45.530,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.622,+0.241,31,5,04-azerbaijan,1:45.771,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.057,+0.435,51,6,04-azerbaijan,1:46.206,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+1.374,+0.317,50,7,04-azerbaijan,1:46.523,pirelli,2018
williams,lance-stroll,18,mercedes,+1.666,+0.292,50,8,04-azerbaijan,1:46.815,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.707,+0.041,50,9,04-azerbaijan,1:46.856,pirelli,2018
haas,romain-grosjean,8,ferrari,+1.731,+0.024,34,10,04-azerbaijan,1:46.880,pirelli,2018
sauber,charles-leclerc,16,ferrari,+2.254,+0.523,31,11,04-azerbaijan,1:47.403,pirelli,2018
mclaren,fernando-alonso,14,renault,+2.300,+0.046,32,12,04-azerbaijan,1:47.449,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.517,+0.217,50,13,04-azerbaijan,1:47.666,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.776,+0.259,51,14,04-azerbaijan,1:47.925,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.886,+0.110,38,15,04-azerbaijan,1:48.035,pirelli,2018
haas,kevin-magnussen,20,ferrari,+3.006,+0.120,35,16,04-azerbaijan,1:48.155,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+3.139,+0.133,51,17,04-azerbaijan,1:48.288,pirelli,2018
renault,nico-hulkenberg,27,renault,+3.718,+0.579,10,18,04-azerbaijan,1:48.867,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,,,61,1,05-spain,1:18.441,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.687,+0.687,61,2,05-spain,1:19.128,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.692,+0.005,64,3,05-spain,1:19.133,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.981,+0.289,62,4,05-spain,1:19.422,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+1.037,+0.056,56,5,05-spain,1:19.478,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.805,+0.768,64,6,05-spain,1:20.246,pirelli,2018
mclaren,fernando-alonso,14,renault,+2.286,+0.481,64,7,05-spain,1:20.727,pirelli,2018
force-india,sergio-perez,11,mercedes,+2.687,+0.401,43,8,05-spain,1:21.128,pirelli,2018
renault,carlos-sainz-jr,55,renault,+2.883,+0.196,61,9,05-spain,1:21.324,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.998,+0.115,63,10,05-spain,1:21.439,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+3.090,+0.092,23,11,05-spain,1:21.531,pirelli,2018
williams,lance-stroll,18,mercedes,+3.654,+0.564,60,12,05-spain,1:22.095,pirelli,2018
force-india,esteban-ocon,31,mercedes,+3.676,+0.022,36,13,05-spain,1:22.117,pirelli,2018
sauber,charles-leclerc,16,ferrari,+3.681,+0.005,51,14,05-spain,1:22.122,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+4.046,+0.365,50,15,05-spain,1:22.487,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+4.153,+0.107,38,16,05-spain,1:22.594,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+4.239,+0.086,57,17,05-spain,1:22.680,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,,,60,1,06-monaco,1:14.260,pirelli,2018
haas,romain-grosjean,8,ferrari,+0.562,+0.562,74,2,06-monaco,1:14.822,pirelli,2018
williams,lance-stroll,18,mercedes,+0.684,+0.122,61,3,06-monaco,1:14.944,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+1.065,+0.381,75,4,06-monaco,1:15.325,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+1.302,+0.237,13,5,06-monaco,1:15.562,pirelli,2018
renault,nico-hulkenberg,27,renault,+1.801,+0.499,57,6,06-monaco,1:16.061,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+1.805,+0.004,14,7,06-monaco,1:16.065,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+2.010,+0.205,15,8,06-monaco,1:16.270,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+2.052,+0.042,21,9,06-monaco,1:16.312,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+2.132,+0.080,13,10,06-monaco,1:16.392,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.604,+0.472,76,11,06-monaco,1:16.864,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.676,+0.072,19,12,06-monaco,1:16.936,pirelli,2018
mclaren,fernando-alonso,14,renault,+2.758,+0.082,23,13,06-monaco,1:17.018,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.767,+0.009,63,14,06-monaco,1:17.027,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.839,+0.072,68,15,06-monaco,1:17.099,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.912,+0.073,15,16,06-monaco,1:17.172,pirelli,2018
haas,kevin-magnussen,20,ferrari,+3.216,+0.304,20,17,06-monaco,1:17.476,pirelli,2018
renault,carlos-sainz-jr,55,renault,+3.231,+0.015,19,18,06-monaco,1:17.491,pirelli,2018
force-india,sergio-perez,11,mercedes,+3.286,+0.055,24,19,06-monaco,1:17.546,pirelli,2018
sauber,charles-leclerc,16,ferrari,+3.450,+0.164,17,20,06-monaco,1:17.710,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,,,65,1,07-canada,1:13.864,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.100,+0.100,57,2,07-canada,1:13.964,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+0.128,+0.028,51,3,07-canada,1:13.992,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+0.211,+0.083,59,4,07-canada,1:14.075,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.295,+0.084,59,5,07-canada,1:14.159,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.319,+0.024,66,6,07-canada,1:14.183,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.236,+0.917,64,7,07-canada,1:15.100,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.537,+0.301,65,8,07-canada,1:15.401,pirelli,2018
haas,romain-grosjean,8,ferrari,+1.606,+0.069,56,9,07-canada,1:15.470,pirelli,2018
sauber,charles-leclerc,16,ferrari,+1.616,+0.010,65,10,07-canada,1:15.480,pirelli,2018
renault,nico-hulkenberg,27,renault,+1.724,+0.108,64,11,07-canada,1:15.588,pirelli,2018
force-india,esteban-ocon,31,mercedes,+1.746,+0.022,61,12,07-canada,1:15.610,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.802,+0.056,61,13,07-canada,1:15.666,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+1.835,+0.033,67,14,07-canada,1:15.699,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+1.901,+0.066,55,15,07-canada,1:15.765,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+2.060,+0.159,53,16,07-canada,1:15.924,pirelli,2018
mclaren,fernando-alonso,14,renault,+2.316,+0.256,33,17,07-canada,1:16.180,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.539,+0.223,62,18,07-canada,1:16.403,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,,,41,1,08-france,1:34.225,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.050,+0.050,47,2,08-france,1:34.275,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+0.173,+0.123,48,3,08-france,1:34.398,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.260,+0.087,42,4,08-france,1:34.485,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.284,+0.024,49,5,08-france,1:34.509,pirelli,2018
mclaren,fernando-alonso,14,renault,+0.908,+0.624,48,6,08-france,1:35.133,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+1.157,+0.249,37,7,08-france,1:35.382,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.200,+0.043,50,8,08-france,1:35.425,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.413,+0.213,46,9,08-france,1:35.638,pirelli,2018
haas,romain-grosjean,8,ferrari,+1.470,+0.057,47,10,08-france,1:35.695,pirelli,2018
renault,nico-hulkenberg,27,renault,+1.648,+0.178,46,11,08-france,1:35.873,pirelli,2018
sauber,charles-leclerc,16,ferrari,+1.752,+0.104,45,12,08-france,1:35.977,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.269,+0.517,37,13,08-france,1:36.494,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.450,+0.181,48,14,08-france,1:36.675,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.614,+0.164,40,15,08-france,1:36.839,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+4.075,+1.461,35,16,08-france,1:38.300,pirelli,2018
force-india,sergio-perez,11,mercedes,+4.094,+0.019,25,17,08-france,1:38.319,pirelli,2018
williams,lance-stroll,18,mercedes,+4.094,+0.000,35,18,08-france,1:38.319,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,,,71,1,09-austria,1:06.957,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.125,+0.125,67,2,09-austria,1:07.082,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.284,+0.159,58,3,09-austria,1:07.241,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.485,+0.201,70,4,09-austria,1:07.442,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.634,+0.149,46,5,09-austria,1:07.591,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+1.259,+0.625,67,6,09-austria,1:08.216,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.519,+0.260,70,7,09-austria,1:08.476,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.547,+0.028,66,8,09-austria,1:08.504,pirelli,2018
mclaren,fernando-alonso,14,renault,+1.704,+0.157,69,9,09-austria,1:08.661,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.809,+0.105,37,10,09-austria,1:08.766,pirelli,2018
force-india,esteban-ocon,31,mercedes,+1.893,+0.084,64,11,09-austria,1:08.850,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+1.937,+0.044,63,12,09-austria,1:08.894,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+2.014,+0.077,64,13,09-austria,1:08.971,pirelli,2018
sauber,charles-leclerc,16,ferrari,+2.049,+0.035,68,14,09-austria,1:09.006,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+2.087,+0.038,12,15,09-austria,1:09.044,pirelli,2018
haas,romain-grosjean,8,ferrari,+2.114,+0.027,17,16,09-austria,1:09.071,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.214,+0.100,42,17,09-austria,1:09.171,pirelli,2018
williams,lance-stroll,18,mercedes,+2.246,+0.032,68,18,09-austria,1:09.203,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.338,+0.092,38,19,09-austria,1:09.295,pirelli,2018
renault,nico-hulkenberg,27,renault,+3.423,+1.085,7,20,09-austria,1:10.380,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,,,47,1,10-great-britain,1:30.696,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+0.099,+0.099,51,2,10-great-britain,1:30.795,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.549,+0.450,52,3,10-great-britain,1:31.245,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+0.681,+0.132,43,4,10-great-britain,1:31.377,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+0.893,+0.212,46,5,10-great-britain,1:31.589,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+1.311,+0.418,42,6,10-great-britain,1:32.007,pirelli,2018
renault,nico-hulkenberg,27,renault,+2.709,+1.398,48,7,10-great-britain,1:33.405,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.769,+0.060,48,8,10-great-britain,1:33.465,pirelli,2018
force-india,sergio-perez,11,mercedes,+2.776,+0.007,48,9,10-great-britain,1:33.472,pirelli,2018
mclaren,fernando-alonso,14,renault,+2.786,+0.010,52,10,10-great-britain,1:33.482,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.855,+0.069,48,11,10-great-britain,1:33.551,pirelli,2018
haas,kevin-magnussen,20,ferrari,+2.908,+0.053,48,12,10-great-britain,1:33.604,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.910,+0.002,48,13,10-great-britain,1:33.606,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.979,+0.069,26,14,10-great-britain,1:33.675,pirelli,2018
williams,lance-stroll,18,mercedes,+3.173,+0.194,48,15,10-great-britain,1:33.869,pirelli,2018
haas,romain-grosjean,8,ferrari,+3.695,+0.522,28,16,10-great-britain,1:34.391,pirelli,2018
renault,carlos-sainz-jr,55,renault,+3.906,+0.211,25,17,10-great-britain,1:34.602,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+3.924,+0.018,52,18,10-great-britain,1:34.620,pirelli,2018
sauber,charles-leclerc,16,ferrari,+4.513,+0.589,3,19,10-great-britain,1:35.209,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,,,66,1,11-germany,1:15.545,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+0.176,+0.176,65,2,11-germany,1:15.721,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.307,+0.131,66,3,11-germany,1:15.852,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+0.445,+0.138,64,4,11-germany,1:15.990,pirelli,2018
haas,romain-grosjean,8,ferrari,+1.171,+0.726,66,5,11-germany,1:16.716,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+1.745,+0.574,39,6,11-germany,1:17.290,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.885,+0.140,63,7,11-germany,1:17.430,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+1.992,+0.107,67,8,11-germany,1:17.537,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.136,+0.144,66,9,11-germany,1:17.681,pirelli,2018
haas,kevin-magnussen,20,ferrari,+2.152,+0.016,66,10,11-germany,1:17.697,pirelli,2018
mclaren,fernando-alonso,14,renault,+2.196,+0.044,60,11,11-germany,1:17.741,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.200,+0.004,65,12,11-germany,1:17.745,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.217,+0.017,66,13,11-germany,1:17.762,pirelli,2018
sauber,charles-leclerc,16,ferrari,+2.307,+0.090,64,14,11-germany,1:17.852,pirelli,2018
force-india,sergio-perez,11,mercedes,+2.322,+0.015,66,15,11-germany,1:17.867,pirelli,2018
renault,nico-hulkenberg,27,renault,+2.365,+0.043,66,16,11-germany,1:17.910,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.396,+0.031,64,17,11-germany,1:17.941,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+2.717,+0.321,22,18,11-germany,1:18.262,pirelli,2018
williams,lance-stroll,18,mercedes,+3.316,+0.599,35,19,11-germany,1:18.861,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+3.389,+0.073,36,20,11-germany,1:18.934,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,,,46,1,12-hungary,1:20.012,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.044,+0.044,70,2,12-hungary,1:20.056,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+0.280,+0.236,55,3,12-hungary,1:20.292,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+1.095,+0.815,63,4,12-hungary,1:21.107,pirelli,2018
renault,nico-hulkenberg,27,renault,+1.249,+0.154,69,5,12-hungary,1:21.261,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.290,+0.041,60,6,12-hungary,1:21.302,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+1.673,+0.383,64,7,12-hungary,1:21.685,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+1.724,+0.051,39,8,12-hungary,1:21.736,pirelli,2018
mclaren,fernando-alonso,14,renault,+2.078,+0.354,68,9,12-hungary,1:22.090,pirelli,2018
haas,romain-grosjean,8,ferrari,+2.594,+0.516,58,10,12-hungary,1:22.606,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.600,+0.006,62,11,12-hungary,1:22.612,pirelli,2018
williams,lance-stroll,18,mercedes,+2.648,+0.048,51,12,12-hungary,1:22.660,pirelli,2018
renault,carlos-sainz-jr,55,renault,+2.762,+0.114,58,13,12-hungary,1:22.774,pirelli,2018
force-india,esteban-ocon,31,mercedes,+2.864,+0.102,63,14,12-hungary,1:22.876,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+3.065,+0.201,46,15,12-hungary,1:23.077,pirelli,2018
force-india,sergio-perez,11,mercedes,+3.251,+0.186,56,16,12-hungary,1:23.263,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+3.659,+0.408,53,17,12-hungary,1:23.671,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+3.696,+0.037,53,18,12-hungary,1:23.708,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+3.973,+0.277,5,19,12-hungary,1:23.985,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,,,32,1,13-belgium,1:46.286,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.358,+0.358,25,2,13-belgium,1:46.644,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,+0.435,+0.077,23,3,13-belgium,1:46.721,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+0.660,+0.225,36,4,13-belgium,1:46.946,pirelli,2018
haas,kevin-magnussen,20,ferrari,+1.651,+0.991,36,5,13-belgium,1:47.937,pirelli,2018
force-india,esteban-ocon,31,mercedes,+1.792,+0.141,35,6,13-belgium,1:48.078,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.794,+0.002,38,7,13-belgium,1:48.080,pirelli,2018
haas,romain-grosjean,8,ferrari,+1.997,+0.203,35,8,13-belgium,1:48.283,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.302,+0.305,36,9,13-belgium,1:48.588,pirelli,2018
renault,carlos-sainz-jr,55,renault,+2.384,+0.082,32,10,13-belgium,1:48.670,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+2.408,+0.024,35,11,13-belgium,1:48.694,pirelli,2018
toro-rosso,brendon-hartley,28,honda,+2.470,+0.062,33,12,13-belgium,1:48.756,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.670,+0.200,38,13,13-belgium,1:48.956,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+2.827,+0.157,42,14,13-belgium,1:49.113,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+2.956,+0.129,27,15,13-belgium,1:49.242,pirelli,2018
williams,lance-stroll,18,mercedes,+3.001,+0.045,39,16,13-belgium,1:49.287,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+8.034,+5.033,6,17,13-belgium,1:54.320,pirelli,2018
mercedes,lewis-hamilton,44,mercedes,,,30,1,14-italy,1:22.497,pirelli,2018
ferrari,sebastian-vettel,5,ferrari,+0.008,+0.008,51,2,14-italy,1:22.505,pirelli,2018
mercedes,valtteri-bottas,77,mercedes,+0.410,+0.402,39,3,14-italy,1:22.907,pirelli,2018
ferrari,kimi-raikkonen,7,ferrari,+1.018,+0.608,28,4,14-italy,1:23.515,pirelli,2018
force-india,sergio-perez,11,mercedes,+1.032,+0.014,43,5,14-italy,1:23.529,pirelli,2018
red-bull,max-verstappen,33,tag-heuer,+1.112,+0.080,41,6,14-italy,1:23.609,pirelli,2018
sauber,marcus-ericsson,9,ferrari,+1.271,+0.159,44,7,14-italy,1:23.768,pirelli,2018
williams,sergey-sirotkin,35,mercedes,+1.271,+0.000,52,8,14-italy,1:23.768,pirelli,2018
renault,carlos-sainz-jr,55,renault,+1.559,+0.288,52,9,14-italy,1:24.056,pirelli,2018
renault,nico-hulkenberg,27,renault,+1.562,+0.003,47,10,14-italy,1:24.059,pirelli,2018
force-india,esteban-ocon,31,mercedes,+1.682,+0.120,44,11,14-italy,1:24.179,pirelli,2018
haas,romain-grosjean,8,ferrari,+1.746,+0.064,48,12,14-italy,1:24.243,pirelli,2018
sauber,charles-leclerc,16,ferrari,+2.007,+0.261,52,13,14-italy,1:24.504,pirelli,2018
williams,lance-stroll,18,mercedes,+2.083,+0.076,39,14,14-italy,1:24.580,pirelli,2018
toro-rosso,pierre-gasly,10,honda,+2.270,+0.187,46,15,14-italy,1:24.767,pirelli,2018
mclaren,stoffel-vandoorne,2,renault,+2.275,+0.005,47,16,14-italy,1:24.772,pirelli,2018
red-bull,daniel-ricciardo,3,tag-heuer,+2.732,+0.457,18,17,14-italy,1:25.229,pirelli,2018
haas,kevin-magnussen,20,ferrari,+3.195,+0.463,46,18,14-italy,1:25.692,pirelli,2018
