constructorId,engineManufacturerId,points,position,race,year
williams,mercedes,111,5,15-singapore,2016
mclaren,honda,54,6,15-singapore,2016
toro-rosso,ferrari,47,7,15-singapore,2016
haas,ferrari,28,8,15-singapore,2016
renault,renault,7,9,15-singapore,2016
manor,mercedes,1,10,15-singapore,2016
sauber,ferrari,0,11,15-singapore,2016
mercedes,mercedes,553,1,16-malaysia,2016
red-bull,tag-heuer,359,2,16-malaysia,2016
ferrari,ferrari,313,3,16-malaysia,2016
force-india,mercedes,124,4,16-malaysia,2016
williams,mercedes,121,5,16-malaysia,2016
mclaren,honda,62,6,16-malaysia,2016
toro-rosso,ferrari,47,7,16-malaysia,2016
haas,ferrari,28,8,16-malaysia,2016
renault,renault,8,9,16-malaysia,2016
manor,mercedes,1,10,16-malaysia,2016
sauber,ferrari,0,11,16-malaysia,2016
mercedes,mercedes,593,1,17-japan,2016
red-bull,tag-heuer,385,2,17-japan,2016
ferrari,ferrari,335,3,17-japan,2016
force-india,mercedes,134,4,17-japan,2016
williams,mercedes,124,5,17-japan,2016
mclaren,honda,62,6,17-japan,2016
toro-rosso,ferrari,47,7,17-japan,2016
haas,ferrari,28,8,17-japan,2016
renault,renault,8,9,17-japan,2016
manor,mercedes,1,10,17-japan,2016
sauber,ferrari,0,11,17-japan,2016
mercedes,mercedes,636,1,18-united-states,2016
red-bull,tag-heuer,400,2,18-united-states,2016
ferrari,ferrari,347,3,18-united-states,2016
force-india,mercedes,138,4,18-united-states,2016
williams,mercedes,130,5,18-united-states,2016
mclaren,honda,74,6,18-united-states,2016
toro-rosso,ferrari,55,7,18-united-states,2016
haas,ferrari,29,8,18-united-states,2016
renault,renault,8,9,18-united-states,2016
manor,mercedes,1,10,18-united-states,2016
sauber,ferrari,0,11,18-united-states,2016
mercedes,mercedes,679,1,19-mexico,2016
red-bull,tag-heuer,427,2,19-mexico,2016
ferrari,ferrari,365,3,19-mexico,2016
force-india,mercedes,145,4,19-mexico,2016
williams,mercedes,136,5,19-mexico,2016
mclaren,honda,74,6,19-mexico,2016
toro-rosso,ferrari,55,7,19-mexico,2016
haas,ferrari,29,8,19-mexico,2016
renault,renault,8,9,19-mexico,2016
manor,mercedes,1,10,19-mexico,2016
sauber,ferrari,0,11,19-mexico,2016
mercedes,mercedes,722,1,20-brazil,2016
red-bull,tag-heuer,446,2,20-brazil,2016
ferrari,ferrari,375,3,20-brazil,2016
force-india,mercedes,163,4,20-brazil,2016
williams,mercedes,136,5,20-brazil,2016
mclaren,honda,75,6,20-brazil,2016
toro-rosso,ferrari,63,7,20-brazil,2016
haas,ferrari,29,8,20-brazil,2016
renault,renault,8,9,20-brazil,2016
sauber,ferrari,2,10,20-brazil,2016
manor,mercedes,1,11,20-brazil,2016
mercedes,mercedes,765,1,21-abu-dhabi,2016
red-bull,tag-heuer,468,2,21-abu-dhabi,2016
ferrari,ferrari,398,3,21-abu-dhabi,2016
force-india,mercedes,173,4,21-abu-dhabi,2016
williams,mercedes,138,5,21-abu-dhabi,2016
mclaren,honda,76,6,21-abu-dhabi,2016
toro-rosso,ferrari,63,7,21-abu-dhabi,2016
haas,ferrari,29,8,21-abu-dhabi,2016
renault,renault,8,9,21-abu-dhabi,2016
sauber,ferrari,2,10,21-abu-dhabi,2016
manor,mercedes,1,11,21-abu-dhabi,2016
